Country / Territory,Year,Date of Event,Disaster Internal Displacements,Hazard Category,Hazard Type,Hazard Sub Type
Cook Islands,2016,2016-01-15,6,Weather related,Storm,Typhoon/Hurricane/Cyclone
Costa Rica,2016,2016-09-06,80,Weather related,Mass Movement,Landslide/Wet mass movement
Central African Republic,2016,2016-10-26,2327,Weather related,Flood,Flood
Central African Republic,2016,2016-10-21,676,Weather related,Storm,Storm
Algeria,2016,2016-08-15,2030,Weather related,Flood,Flood
"Egypt, Arab Rep.",2016,2016-10-26,820,Weather related,Flood,Flood
"Iran, Islamic Rep.",2016,2016-04-13,57,Weather related,Flood,Flood
"Iran, Islamic Rep.",2016,2016-07-25,21,Weather related,Flood,Flood
Israel,2016,2016-05-19,210,Weather related,Wildfire,Wildfire
Australia,2016,2016-01-05,848,Weather related,Flood,Flood
West Bank and Gaza,2016,2016-01-20,510,Weather related,Flood,Flood
Saudi Arabia,2016,2016-08-03,160,Weather related,Flood,Flood
Australia,2016,2016-07-08,28,Weather related,Flood,Flood
United States,2016,2016-06-11,16,Weather related,Storm,Tornado
Australia,2016,2016-09-14,208,Weather related,Flood,Flood
China,2016,2016-11-09,100,Weather related,Storm,Winter storm/Blizzard
Japan,2016,2016-04-14,196325,Geophysical,Earthquake,Earthquake
"Korea, Dem. Rep.",2016,2016-08-29,107000,Weather related,Flood,Flood
Japan,2016,2016-06-20,88230,Weather related,Flood,Flood
Japan,2016,2016-08-17,479157,Weather related,Storm,Typhoon/Hurricane/Cyclone
"Yemen, Rep.",2016,2016-04-13,9275,Weather related,Flood,Flood
"Yemen, Rep.",2016,2016-05-23,40,Weather related,Mass Movement,Avalanche
"Yemen, Rep.",2016,2016-07-31,35627,Weather related,Flood,Flood
Japan,2016,2016-09-08,144,Weather related,Storm,Typhoon/Hurricane/Cyclone
Japan,2016,2016-01-17,4,Weather related,Extreme Temperature,Cold wave
Argentina,2016,2016-10-23,394,Weather related,Flood,Flood
Bolivia,2016,2016-11-04,200,Weather related,Mass Movement,Avalanche
Malaysia,2016,2016-02-01,9625,Weather related,Flood,Flood
"Korea, Rep.",2016,2016-01-23,6511,Weather related,Extreme Temperature,Cold wave
"Korea, Rep.",2016,2016-09-28,884,Weather related,Storm,Typhoon/Hurricane/Cyclone
Malaysia,2016,2016-02-27,631,Weather related,Flood,Flood
Myanmar,2016,2016-04-29,537,Weather related,Storm,Storm
Malaysia,2016,2016-07-17,471,Weather related,Flood,Flood
Lao PDR,2016,2016-03-12,270,Weather related,Storm,Storm
Malaysia,2016,2016-01-01,132,Weather related,Flood,Flood
Malaysia,2016,2016-03-07,34,Weather related,Flood,Flood
"Korea, Rep.",2016,2016-09-12,11,Geophysical,Earthquake,Earthquake
Japan,2016,2016-10-08,9,Geophysical,Volcanic activity,Volcanic activity
United States,2016,2016-09-11,11,Weather related,Flood,Flood
Myanmar,2016,2016-06-01,477000,Weather related,Flood,Flood
Haiti,2016,2016-07-18,8,Weather related,Flood,Flood
Haiti,2016,2016-04-12,171,Weather related,Flood,Flood
Haiti,2016,2016-02-09,844,Weather related,Flood,Flood
United States,2016,2016-10-03,1950,Weather related,Wildfire,Wildfire
Papua New Guinea,2016,2016-10-14,510,Weather related,Flood,Flood
Papua New Guinea,2016,2016-01-03,100,Weather related,Flood,Flood
Timor-Leste,2016,2016-01-07,78,Weather related,Storm,Storm
Samoa,2016,2016-04-23,63,Weather related,Storm,Typhoon/Hurricane/Cyclone
Timor-Leste,2016,2016-02-02,34,Weather related,Flood,Flood
United States,2016,2016-07-09,1820,Weather related,Wildfire,Wildfire
Haiti,2016,2016-10-18,3388,Weather related,Flood,Flood
Haiti,2016,2016-09-23,286,Weather related,Storm,Tornado
United States,2016,2016-08-31,4449,Weather related,Storm,Typhoon/Hurricane/Cyclone
United States,2016,2016-07-30,100,Weather related,Flood,Flood
United States,2016,2016-07-02,315,Weather related,Storm,Storm
United States,2016,2016-04-17,16762,Weather related,Flood,Flood
United States,2016,2016-03-09,1919,Weather related,Flood,Flood
"Congo, Dem. Rep.",2016,2016-11-07,1390,Weather related,Flood,Flood
Central African Republic,2016,2016-11-07,1374,Weather related,Storm,Storm
United States,2016,2016-03-08,751,Weather related,Storm,Storm
United States,2016,2016-07-30,130,Weather related,Wildfire,Wildfire
United States,2016,2016-06-04,5000,Weather related,Wildfire,Wildfire
United States,2016,2016-07-11,26,Weather related,Flood,Flood
United States,2016,2016-07-07,2000,Weather related,Wildfire,Wildfire
United States,2016,2016-08-11,45373,Weather related,Flood,Flood
Dominican Republic,2016,2016-04-27,10800,Weather related,Flood,Flood
Seychelles,2016,2016-04-18,20,Weather related,Storm,Typhoon/Hurricane/Cyclone
United States,2016,2016-01-29,60,Weather related,Wildfire,Wildfire
Indonesia,2016,2016-05-16,544,Weather related,Flood,Flood
New Zealand,2016,2016-03-23,254,Weather related,Flood,Flood
New Zealand,2016,2016-11-14,30,Weather related,Flood,Flood
New Zealand,2016,2016-04-17,5,Weather related,Flood,Flood
United States,2016,2016-03-08,4255,Weather related,Flood,Flood
United States,2016,2016-01-22,50,Weather related,Storm,Winter storm/Blizzard
El Salvador,2016,2016-10-18,387,Weather related,Flood,Flood
El Salvador,2016,2016-09-24,4,Weather related,Mass Movement,Avalanche
El Salvador,2016,2016-06-24,17,Weather related,Flood,Flood
United States,2016,2016-04-21,44,Weather related,Wildfire,Wildfire
United States,2016,2016-06-15,300,Weather related,Wildfire,Wildfire
United States,2016,2016-08-27,286,Weather related,Wildfire,Wildfire
Indonesia,2016,2016-04-16,105,Weather related,Mass Movement,Landslide/Wet mass movement
United States,2016,2016-06-20,2600,Weather related,Wildfire,Wildfire
United States,2016,2016-06-23,2000,Weather related,Wildfire,Wildfire
El Salvador,2016,2016-07-01,67,Weather related,Flood,Flood
United States,2016,2016-06-22,3900,Weather related,Flood,Flood
Thailand,2016,2016-04-20,1162,Weather related,Storm,Storm
Thailand,2016,2016-05-09,960,Weather related,Storm,Storm
Thailand,2016,2016-07-18,480,Weather related,Storm,Storm
Thailand,2016,2016-04-05,352,Weather related,Storm,Hailstorm
Thailand,2016,2016-08-29,32,Weather related,Flood,Flood
Thailand,2016,2016-04-02,192,Weather related,Storm,Storm
Thailand,2016,2016-04-12,182,Weather related,Wildfire,Wildfire
Thailand,2016,2016-06-06,138,Weather related,Storm,Storm
United States,2016,2016-07-22,26049,Weather related,Wildfire,Wildfire
United States,2016,2016-07-22,7038,Weather related,Wildfire,Wildfire
United States,2016,2016-07-29,400,Weather related,Wildfire,Wildfire
United States,2016,2016-07-30,303,Weather related,Wildfire,Wildfire
United States,2016,2016-08-13,4000,Weather related,Wildfire,Wildfire
United States,2016,2016-08-16,82000,Weather related,Wildfire,Wildfire
United States,2016,2016-08-16,700,Weather related,Wildfire,Wildfire
Indonesia,2016,2016-03-16,55,Weather related,Flood,Flood
United States,2016,2016-08-21,50,Weather related,Wildfire,Wildfire
United States,2016,2016-08-31,660,Weather related,Wildfire,Wildfire
United States,2016,2016-08-23,151,Weather related,Flood,Flood
United States,2016,2016-09-21,13234,Weather related,Flood,Flood
Vietnam,2016,2016-04-05,7276,Weather related,Storm,Hailstorm
Thailand,2016,2016-10-25,1978,Weather related,Storm,Storm
Thailand,2016,2016-11-01,35,Weather related,Flood,Flood
Indonesia,2016,2016-05-07,15,Weather related,Storm,Storm
Chile,2016,2016-11-01,624,Weather related,Wildfire,Wildfire
United States,2016,2016-10-17,335,Weather related,Wildfire,Wildfire
St. Vincent and the Grenadines,2016,2016-11-09,50,Weather related,Flood,Flood
United States,2016,2016-11-05,34,Weather related,Wildfire,Wildfire
Niger,2016,2016-07-01,46000,Weather related,Flood,Flood
Myanmar,2016,2016-09-19,2300,Weather related,Flood,Flood
Malaysia,2016,2016-09-19,1140,Weather related,Flood,Flood
Vietnam,2016,2016-09-19,184,Weather related,Flood,Flood
Vietnam,2016,2016-08-29,97,Weather related,Flood,Flood
Nigeria,2016,2016-06-12,5000,Weather related,Flood,Flood
Nigeria,2016,2016-06-21,675,Weather related,Flood,Flood
Nigeria,2016,2016-08-01,24759,Weather related,Flood,Flood
Nigeria,2016,2016-07-04,234,Weather related,Flood,Flood
Nigeria,2016,2016-07-21,2633,Weather related,Flood,Flood
Nigeria,2016,2016-08-17,10990,Weather related,Flood,Flood
United States,2016,2016-11-05,1000,Weather related,Wildfire,Wildfire
United States,2016,2016-05-22,4640,Weather related,Flood,Flood
United States,2016,2016-03-07,12500,Weather related,Flood,Flood
Nigeria,2016,2016-09-10,135,Weather related,Flood,Flood
Nigeria,2016,2016-09-20,29867,Weather related,Flood,Flood
Nigeria,2016,2016-10-06,3440,Weather related,Flood,Flood
"Venezuela, RB",2016,2016-07-18,28,Weather related,Flood,Flood
Senegal,2016,2016-07-24,12900,Weather related,Flood,Flood
Senegal,2016,2016-09-04,11292,Weather related,Storm,Storm
Somalia,2016,2016-05-01,70000,Weather related,Flood,Flood
Tanzania,2016,2016-01-17,1379,Weather related,Flood,Flood
Indonesia,2016,2016-05-05,5,Weather related,Flood,Flood
Tanzania,2016,2016-04-01,17292,Weather related,Flood,Flood
"Venezuela, RB",2016,2016-04-20,112,Weather related,Flood,Flood
"Venezuela, RB",2016,2016-09-07,88,Weather related,Flood,Flood
South Africa,2016,2016-11-09,2999,Weather related,Flood,Flood
South Africa,2016,2016-07-25,9200,Weather related,Flood,Flood
Sudan,2016,2016-06-01,122738,Weather related,Flood,Flood
Ecuador,2016,2016-05-18,10000,Geophysical,Earthquake,Earthquake
Ecuador,2016,2016-07-11,200,Geophysical,Earthquake,Earthquake
Indonesia,2016,2016-05-15,15,Weather related,Storm,Storm
Ecuador,2016,2016-04-16,259000,Geophysical,Earthquake,Earthquake
Uganda,2016,2016-03-01,1347,Weather related,Flood,Flood
Uganda,2016,2016-09-10,1147,Geophysical,Earthquake,Earthquake
Ecuador,2016,2016-11-02,4,Weather related,Flood,Flood
Indonesia,2016,2016-08-24,121,Weather related,Flood,Flood
Indonesia,2016,2016-01-01,948098,Weather related,Flood,Flood
Ecuador,2016,2016-09-19,26,Weather related,Flood,Flood
Ecuador,2016,2016-08-19,81,Weather related,Mass Movement,Landslide/Wet mass movement
Indonesia,2016,2016-05-22,7328,Weather related,Flood,Flood
Indonesia,2016,2016-04-01,4298,Weather related,Flood,Flood
Indonesia,2016,2016-04-15,1109,Weather related,Flood,Flood
Indonesia,2016,2016-04-15,1216,Weather related,Flood,Flood
Indonesia,2016,2016-05-01,1201,Weather related,Flood,Flood
Indonesia,2016,2016-01-17,750,Geophysical,Earthquake,Earthquake
Indonesia,2016,2016-03-25,625,Weather related,Mass Movement,Landslide/Wet mass movement
Indonesia,2016,2016-05-01,820,Weather related,Flood,Flood
Indonesia,2016,2016-03-22,250,Weather related,Flood,Flood
Indonesia,2016,2016-03-21,209,Weather related,Flood,Flood
Indonesia,2016,2016-05-15,205,Weather related,Storm,Storm
Indonesia,2016,2016-04-01,175,Weather related,Mass Movement,Landslide/Wet mass movement
Indonesia,2016,2016-04-01,173,Weather related,Storm,Storm
Indonesia,2016,2016-05-03,4,Weather related,Wildfire,Wildfire
Canada,2016,2016-11-09,28,Weather related,Flood,Flood
Canada,2016,2016-07-13,600,Weather related,Flood,Flood
Canada,2016,2016-06-16,60,Weather related,Flood,Flood
Indonesia,2016,2016-07-16,2685,Weather related,Flood,Flood
Indonesia,2016,2016-06-06,2127,Weather related,Flood,Flood
Indonesia,2016,2016-06-02,2197,Weather related,Flood,Flood
Indonesia,2016,2016-07-18,1551,Weather related,Storm,Storm
Indonesia,2016,2016-07-16,1433,Weather related,Flood,Flood
Indonesia,2016,2016-07-25,1260,Weather related,Mass Movement,Landslide/Wet mass movement
Indonesia,2016,2016-05-15,1140,Weather related,Flood,Flood
Indonesia,2016,2016-07-30,500,Weather related,Flood,Flood
Indonesia,2016,2016-05-19,336,Weather related,Flood,Flood
Indonesia,2016,2016-06-09,300,Weather related,Flood,Flood
Indonesia,2016,2016-06-20,209,Weather related,Flood,Flood
Indonesia,2016,2016-06-02,100,Geophysical,Earthquake,Earthquake
Indonesia,2016,2016-06-08,122,Geophysical,Earthquake,Earthquake
Indonesia,2016,2016-07-01,5,Weather related,Flood,Flood
Indonesia,2016,2016-05-17,45,Weather related,Flood,Flood
Indonesia,2016,2016-07-09,44,Weather related,Mass Movement,Landslide/Wet mass movement
Indonesia,2016,2016-07-18,23,Weather related,Storm,Storm surge
Indonesia,2016,2016-07-31,20,Weather related,Flood,Flood
Indonesia,2016,2016-07-03,15,Weather related,Flood,Flood
Indonesia,2016,2016-07-08,5,Weather related,Storm,Storm
Argentina,2016,2016-12-26,549,Weather related,Flood,Flood
Canada,2016,2016-04-18,1353,Weather related,Wildfire,Wildfire
Canada,2016,2016-08-21,390,Weather related,Wildfire,Wildfire
Canada,2016,2016-08-31,28,Weather related,Wildfire,Wildfire
Canada,2016,2016-05-01,88000,Weather related,Wildfire,Wildfire
Canada,2016,2016-06-23,2070,Weather related,Wildfire,Wildfire
Ecuador,2016,2016-04-26,200,Weather related,Flood,Flood
Ecuador,2016,2016-01-24,16768,Weather related,Flood,Flood
India,2016,2016-05-21,2500,Weather related,Flood,Flood
Ecuador,2016,2016-02-26,500,Geophysical,Volcanic activity,Volcanic activity
Indonesia,2016,2016-09-02,600,Weather related,Flood,Flood
Indonesia,2016,2016-09-21,680,Weather related,Flood,Flood
Indonesia,2016,2016-08-01,346,Geophysical,Earthquake,Earthquake
Indonesia,2016,2016-08-03,231,Weather related,Flood,Flood
Indonesia,2016,2016-08-06,8,Weather related,Flood,Flood
Indonesia,2016,2016-08-13,20,Weather related,Mass Movement,Landslide/Wet mass movement
Indonesia,2016,2016-08-13,6,Weather related,Storm,Storm
Indonesia,2016,2016-08-22,2000,Weather related,Wildfire,Wildfire
Indonesia,2016,2016-08-30,15,Weather related,Storm,Storm
Indonesia,2016,2016-08-11,10,Weather related,Storm,Storm
Canada,2016,2016-07-20,200,Weather related,Storm,Tornado
Pakistan,2016,2016-03-01,10937,Weather related,Flood,Flood
Zimbabwe,2016,2016-12-14,400,Weather related,Flood,Flood
Indonesia,2016,2016-10-17,15072,Weather related,Flood,Flood
Indonesia,2016,2016-09-13,7907,Weather related,Flood,Flood
Indonesia,2016,2016-10-19,2614,Weather related,Flood,Flood
Indonesia,2016,2016-10-02,2329,Weather related,Flood,Flood
Indonesia,2016,2016-10-23,32,Weather related,Storm,Storm
Indonesia,2016,2016-10-03,1411,Weather related,Storm,Storm
Indonesia,2016,2016-09-01,618,Weather related,Flood,Flood
Indonesia,2016,2016-10-07,208,Weather related,Mass Movement,Landslide/Wet mass movement
Indonesia,2016,2016-10-25,172,Weather related,Mass Movement,Landslide/Wet mass movement
Indonesia,2016,2016-09-24,93,Weather related,Flood,Flood
Indonesia,2016,2016-10-08,20,Weather related,Flood,Flood
Indonesia,2016,2016-09-13,5,Weather related,Flood,Flood
Pakistan,2016,2016-06-01,1736,Weather related,Flood,Flood
Paraguay,2016,2016-08-17,2250,Weather related,Storm,Hailstorm
Paraguay,2016,2016-11-26,1350,Weather related,Flood,Flood
Uruguay,2016,2016-01-01,115,Weather related,Flood,Flood
Guatemala,2016,2016-04-26,5,Weather related,Flood,Flood
Guatemala,2016,2016-07-08,90,Weather related,Flood,Flood
Indonesia,2016,2016-11-26,30000,Weather related,Flood,Flood
Indonesia,2016,2016-10-14,3040,Weather related,Flood,Flood
Indonesia,2016,2016-11-16,1058,Weather related,Flood,Flood
India,2016,2016-04-25,235,Weather related,Flood,Flood
Indonesia,2016,2016-11-22,13,Weather related,Mass Movement,Landslide/Wet mass movement
Indonesia,2016,2016-11-04,5,Weather related,Storm,Storm
Indonesia,2016,2016-11-08,4,Weather related,Mass Movement,Landslide/Wet mass movement
Uruguay,2016,2016-04-07,12058,Weather related,Flood,Flood
Uruguay,2016,2016-07-20,25,Weather related,Flood,Flood
Uruguay,2016,2016-08-27,33,Weather related,Flood,Flood
Uruguay,2016,2016-10-26,72,Weather related,Storm,Storm
India,2016,2016-07-23,7224,Weather related,Flood,Flood
India,2016,2016-07-07,55000,Weather related,Flood,Flood
India,2016,2016-07-17,850,Weather related,Flood,Flood
India,2016,2016-12-06,16757,Weather related,Storm,Typhoon/Hurricane/Cyclone
Panama,2016,2016-05-09,60,Weather related,Flood,Flood
Panama,2016,2016-09-04,25,Weather related,Flood,Flood
Panama,2016,2016-10-18,396,Weather related,Flood,Flood
India,2016,2016-01-04,10000,Geophysical,Earthquake,Earthquake
Guatemala,2016,2016-08-15,95,Weather related,Mass Movement,Landslide/Wet mass movement
Guatemala,2016,2016-07-31,806,Weather related,Flood,Flood
Nicaragua,2016,2016-06-09,1400,Geophysical,Earthquake,Earthquake
Nicaragua,2016,2016-06-28,171,Weather related,Flood,Flood
Nicaragua,2016,2016-07-09,4698,Weather related,Flood,Flood
Nicaragua,2016,2016-10-18,82,Weather related,Flood,Flood
Nicaragua,2016,2016-12-11,331,Weather related,Flood,Flood
Honduras,2016,2016-01-04,230,Weather related,Flood,Flood
Honduras,2016,2016-03-21,220,Weather related,Flood,Flood
Honduras,2016,2016-06-06,73,Weather related,Flood,Flood
Honduras,2016,2016-06-09,155,Geophysical,Earthquake,Earthquake
China,2016,2016-12-27,600,Geophysical,Earthquake,Earthquake
China,2016,2016-12-27,500,Geophysical,Earthquake,Earthquake
Honduras,2016,2016-08-28,25,Weather related,Flood,Flood
Honduras,2016,2016-10-18,176,Weather related,Flood,Flood
Spain,2016,2016-08-03,3000,Weather related,Wildfire,Wildfire
Spain,2016,2016-07-11,545,Weather related,Wildfire,Wildfire
Spain,2016,2016-03-29,200,Weather related,Flood,Flood
Spain,2016,2016-08-09,200,Weather related,Wildfire,Wildfire
Spain,2016,2016-12-02,50,Weather related,Flood,Flood
Kosovo,2016,2016-11-07,10,Weather related,Flood,Flood
Montenegro,2016,2016-11-06,400,Weather related,Flood,Flood
United Kingdom,2016,2016-11-19,220,Weather related,Flood,Flood
Philippines,2016,2016-08-08,527994,Weather related,Flood,Flood
Bolivia,2016,2016-12-05,5300,Weather related,Flood,Flood
Italy,2016,2016-11-21,750,Weather related,Flood,Flood
Philippines,2016,2016-09-25,50,Weather related,Mass Movement,Landslide/Wet mass movement
Philippines,2016,2016-11-06,630,Weather related,Flood,Flood
Philippines,2016,2016-11-23,76554,Weather related,Storm,Typhoon/Hurricane/Cyclone
Philippines,2016,2016-12-08,12639,Weather related,Flood,Flood
Philippines,2016,2016-12-16,79962,Weather related,Flood,Flood
Romania,2016,2016-05-25,280,Weather related,Flood,Flood
Malaysia,2016,2016-12-25,112,Weather related,Flood,Flood
China,2016,2016-12-14,90,Geophysical,Earthquake,Earthquake
United Kingdom,2016,2016-01-01,928,Weather related,Flood,Flood
United Kingdom,2016,2016-03-27,19,Weather related,Storm,Storm
China,2016,2016-11-25,800,Geophysical,Earthquake,Earthquake
Philippines,2016,2016-12-23,2592251,Weather related,Storm,Typhoon/Hurricane/Cyclone
France,2016,2016-06-19,191,Weather related,Mass Movement,Landslide/Wet mass movement
Philippines,2016,2016-08-06,1450,Weather related,Flood,Flood
Philippines,2016,2016-11-05,343,Weather related,Flood,Flood
Philippines,2016,2016-07-28,616,Weather related,Mass Movement,Landslide/Wet mass movement
Philippines,2016,2016-06-24,136,Weather related,Flood,Flood
Philippines,2016,2016-04-02,94,Weather related,Wildfire,Wildfire
Philippines,2016,2016-12-13,88,Weather related,Flood,Flood
Philippines,2016,2016-12-16,66,Weather related,Extreme Temperature,Cold wave
Philippines,2016,2016-10-11,13,Weather related,Flood,Flood
Romania,2016,2016-10-11,1200,Weather related,Flood,Flood
Germany,2016,2016-05-26,2000,Weather related,Flood,Flood
India,2016,2016-06-07,1513,Weather related,Flood,Flood
India,2016,2016-07-18,8392,Weather related,Flood,Flood
