Country / Territory,Year,Date of Event,Disaster Internal Displacements,Hazard Category,Hazard Type,Hazard Sub Type
Brazil,2019,2019-01-01,10,Weather related,Mass Movement,Avalanche
Angola,2019,2019-03-19,130,Weather related,Flood,Flood
Indonesia,2019,2019-01-11,14,Weather related,Storm,Storm
Indonesia,2019,2019-02-24,5,Weather related,Storm,Storm
Indonesia,2019,2019-03-10,4,Weather related,Flood,Flood
Tunisia,2019,2019-02-06,20,Weather related,Flood,Flood
Indonesia,2019,2019-03-09,40,Weather related,Storm,Storm
France,2019,2019-03-31,48,Geophysical,Mass Movement,Dry mass movement
Timor-Leste,2013,2013-01-17,5,Weather related,Storm,Storm
Algeria,2019,2019-01-11,1425,Weather related,Extreme Temperature,Cold wave
Indonesia,2019,2019-03-05,7,Weather related,Flood,Flood
Cambodia,2019,2019-04-06,37,Weather related,Storm,Storm
Italy,2019,2019-11-05,200,Weather related,Flood,Flood
Indonesia,2019,2019-03-04,4,Weather related,Flood,Flood
"Iran, Islamic Rep.",2019,2019-01-27,820,Weather related,Flood,Flood
China,2019,2019-03-15,300,Weather related,Mass Movement,Avalanche
India,2019,2019-02-07,169,Weather related,Mass Movement,Avalanche
Indonesia,2019,2019-03-01,4,Weather related,Storm,Storm
China,2019,2019-03-21,188,Weather related,Storm,Storm
Indonesia,2019,2019-03-06,684,Weather related,Flood,Flood
Afghanistan,2019,2019-02-14,15,Weather related,Extreme Temperature,Cold wave
Indonesia,2019,2019-03-23,4,Weather related,Storm,Storm
Indonesia,2019,2019-03-17,3168,Geophysical,Earthquake,Earthquake
Kenya,2019,2019-03-04,437,Weather related,Storm,Storm
Syrian Arab Republic,2019,2019-12-20,2850,Weather related,Flood,Flood
Indonesia,2019,2019-03-16,11528,Weather related,Flood,Flood
Indonesia,2019,2019-03-18,18,Weather related,Storm,Storm
Afghanistan,2019,2019-01-03,104,Weather related,Extreme Temperature,Cold wave
Philippines,2019,2019-03-17,6661,Weather related,Storm,Typhoon/Hurricane/Cyclone
South Sudan,2019,2019-02-03,306,Weather related,Wildfire,Wildfire
Indonesia,2019,2019-01-11,4,Weather related,Mass Movement,Avalanche
Indonesia,2019,2019-02-27,152,Weather related,Flood,Flood
Uganda,2019,2019-03-07,211,Weather related,Storm,Storm
Afghanistan,2019,2019-02-25,7,Weather related,Flood,Flood
Indonesia,2019,2019-03-07,29,Weather related,Storm,Storm
Uganda,2019,2019-02-23,980,Weather related,Storm,Storm
Indonesia,2019,2019-03-04,65,Weather related,Flood,Flood
Portugal,2019,2019-02-23,16,Weather related,Flood,Flood
Indonesia,2019,2019-01-12,134,Weather related,Storm,Storm
Indonesia,2019,2019-02-28,170,Weather related,Flood,Flood
Uganda,2019,2019-03-30,343,Weather related,Storm,Storm
Indonesia,2019,2019-03-21,14,Weather related,Storm,Storm
United States,2019,2019-06-08,260,Weather related,Flood,Flood
Central African Republic,2019,2019-02-25,80,Weather related,Storm,Storm
Indonesia,2019,2019-03-16,54,Weather related,Flood,Flood
Cambodia,2019,2019-04-07,14,Weather related,Storm,Storm
Indonesia,2019,2019-03-07,4,Weather related,Flood,Flood
United States,2019,2019-06-09,534,Weather related,Storm,Storm
Philippines,2019,2019-07-29,579,Weather related,Flood,Flood
Central African Republic,2019,2019-02-09,58,Weather related,Wildfire,Wildfire
United States,2019,2019-06-09,8,Weather related,Storm,Tornado
Philippines,2019,2019-06-24,88,Weather related,Flood,Flood
Luxembourg,2019,2019-08-09,192,Weather related,Storm,Tornado
United States,2019,2019-07-23,5,Weather related,Wildfire,Wildfire
South Sudan,2019,2019-05-05,660,Weather related,Wildfire,Wildfire
Central African Republic,2019,2019-08-03,40,Weather related,Flood,Flood
Indonesia,2019,2019-03-17,40,Weather related,Flood,Flood
Myanmar,2019,2019-05-15,3680,Weather related,Storm,Storm
Guam,2019,2019-02-21,434,Weather related,Storm,Typhoon/Hurricane/Cyclone
Northern Mariana Islands,2019,2019-02-21,83,Weather related,Storm,Typhoon/Hurricane/Cyclone
Ghana,2019,2019-05-05,113,Weather related,Storm,Storm
Indonesia,2019,2019-03-22,11,Weather related,Flood,Flood
Indonesia,2019,2019-03-13,7,Weather related,Flood,Flood
Indonesia,2019,2019-03-24,4,Weather related,Flood,Flood
Brazil,2019,2019-01-01,206,Weather related,Flood,Flood
Indonesia,2019,2019-02-07,29,Weather related,Storm,Storm
Indonesia,2019,2019-03-18,4,Weather related,Storm,Storm
United States,2019,2019-06-08,325,Weather related,Wildfire,Wildfire
Indonesia,2019,2019-03-09,14,Weather related,Storm,Storm
Cambodia,2019,2019-04-07,14,Weather related,Storm,Storm
Indonesia,2019,2019-03-05,4,Weather related,Mass Movement,Avalanche
Cambodia,2019,2019-04-07,5,Weather related,Storm,Storm
Indonesia,2019,2019-02-08,7,Weather related,Storm,Storm
Indonesia,2019,2019-02-15,22,Weather related,Storm,Storm
Cambodia,2019,2019-04-08,5,Weather related,Storm,Storm
Brazil,2019,2019-09-01,105,Weather related,Storm,Storm
France,2019,2019-11-23,1655,Weather related,Flood,Flood
Philippines,2019,2019-01-27,1913,Weather related,Flood,Flood
United States,2019,2019-06-03,65,Weather related,Wildfire,Wildfire
Indonesia,2019,2019-03-01,393,Weather related,Flood,Flood
Cambodia,2019,2019-07-23,9,Weather related,Storm,Storm
Brazil,2019,2019-09-11,60,Weather related,Wildfire,Wildfire
United States,2019,2019-05-27,23,Weather related,Storm,Tornado
Myanmar,2019,2019-04-19,34500,Weather related,Storm,Hailstorm
China,2019,2019-03-29,9000,Weather related,Wildfire,Wildfire
Syrian Arab Republic,2019,2019-03-30,14250,Weather related,Flood,Flood
Mali,2019,2019-05-16,646,Weather related,Flood,Flood
Fiji,2019,2019-04-22,57,Weather related,Storm,Storm
Libya,2019,2019-05-28,4625,Weather related,Flood,Flood
Portugal,2019,2019-06-16,9,Weather related,Flood,Flood
Cambodia,2019,2019-08-01,5,Weather related,Storm,Storm
Ethiopia,2019,2019-04-01,5600,Weather related,Flood,Flood
Italy,2019,2019-03-26,24,Weather related,Wildfire,Wildfire
Nigeria,2019,2019-07-01,173,Weather related,Flood,Flood
Uganda,2019,2019-06-04,392,Weather related,Mass Movement,Avalanche
Indonesia,2019,2019-02-08,4,Weather related,Flood,Flood
Indonesia,2019,2019-02-16,7,Weather related,Flood,Flood
Colombia,2019,2019-06-09,15,Weather related,Flood,Flood
Peru,2019,2019-11-26,55,Weather related,Flood,Flood
Indonesia,2019,2019-04-08,6,Weather related,Mass Movement,Avalanche
Cambodia,2019,2019-03-18,101,Weather related,Storm,Storm
"Yemen, Rep.",2019,2019-05-27,3000,Weather related,Flood,Flood
India,2019,2019-04-01,5894,Weather related,Storm,Storm
Cambodia,2019,2019-03-22,83,Weather related,Storm,Storm
Ghana,2019,2019-02-01,800,Weather related,Flood,Flood
"Korea, Rep.",2019,2019-04-04,4011,Weather related,Wildfire,Wildfire
Sri Lanka,2019,2019-03-04,3,Weather related,Flood,Flood
France,2019,2019-12-01,160,Weather related,Flood,Flood
Fiji,2019,2019-04-24,10,Weather related,Mass Movement,Avalanche
Cambodia,2019,2019-03-15,5,Weather related,Storm,Storm
Afghanistan,2019,2019-03-02,160,Weather related,Extreme Temperature,Cold wave
"Iran, Islamic Rep.",2019,2019-03-19,500000,Weather related,Flood,Flood
India,2019,2019-05-25,739,Weather related,Flood,Flood
Central African Republic,2019,2019-04-03,184,Weather related,Flood,Flood
Sri Lanka,2019,2019-03-18,58,Weather related,Mass Movement,Avalanche
Ghana,2019,2019-04-04,400,Weather related,Flood,Flood
Ghana,2019,2019-04-09,800,Weather related,Flood,Flood
Afghanistan,2019,2019-03-04,37,Weather related,Mass Movement,Avalanche
Sri Lanka,2019,2019-03-22,3,Weather related,Storm,Storm
Ghana,2019,2019-03-06,412,Weather related,Storm,Storm
Cambodia,2019,2019-04-16,5,Weather related,Storm,Storm
Cambodia,2019,2019-05-04,5,Weather related,Storm,Storm
Ghana,2019,2019-03-24,2000,Weather related,Storm,Storm
Afghanistan,2019,2019-03-13,7,Weather related,Mass Movement,Avalanche
Cambodia,2019,2019-03-23,5,Weather related,Storm,Storm
Brazil,2019,2019-11-16,1690,Weather related,Flood,Flood
Argentina,2019,2019-11-26,147,Weather related,Storm,Tornado
Brazil,2019,2019-11-26,300,Weather related,Flood,Flood
Indonesia,2019,2019-03-28,20,Geophysical,Volcanic activity,Volcanic activity
Colombia,2019,2019-11-09,81,Weather related,Flood,Flood
Dominican Republic,2019,2019-09-20,4890,Weather related,Storm,Storm
Brazil,2019,2019-01-01,71,Weather related,Flood,Flood
Sri Lanka,2019,2019-05-30,3,Weather related,Storm,Storm
Papua New Guinea,2019,2019-02-13,300,Weather related,Storm,Typhoon/Hurricane/Cyclone
Vanuatu,2019,2019-02-13,1000,Weather related,Storm,Typhoon/Hurricane/Cyclone
Cambodia,2019,2019-03-23,28,Weather related,Storm,Storm
Sri Lanka,2019,2019-06-07,10,Weather related,Storm,Storm
Indonesia,2019,2019-03-05,7,Weather related,Storm,Storm
Indonesia,2019,2019-03-28,7,Weather related,Storm,Storm
Sri Lanka,2019,2019-06-11,31,Weather related,Storm,Storm
Cambodia,2019,2019-03-23,9,Weather related,Storm,Storm
Nigeria,2019,2019-07-03,400,Weather related,Flood,Flood
Sri Lanka,2019,2019-07-11,7,Weather related,Storm,Storm
Colombia,2019,2019-11-16,7,Weather related,Flood,Flood
Indonesia,2019,2019-03-05,7,Weather related,Storm,Storm
Brazil,2019,2019-01-01,233,Weather related,Flood,Flood
Indonesia,2019,2019-04-27,11,Weather related,Storm,Storm
Indonesia,2019,2019-03-04,4,Weather related,Flood,Flood
Mexico,2019,2019-11-13,76,Weather related,Flood,Flood
Colombia,2019,2019-11-14,19,Weather related,Mass Movement,Avalanche
Indonesia,2019,2019-03-19,4,Weather related,Storm,Storm
Sri Lanka,2019,2019-06-22,6,Weather related,Mass Movement,Avalanche
Indonesia,2019,2019-03-18,33,Weather related,Storm,Storm
Sri Lanka,2019,2019-06-24,10,Weather related,Storm,Storm
Cambodia,2019,2019-03-15,5,Weather related,Storm,Storm
Pakistan,2019,2019-04-09,30,Weather related,Storm,Storm
Indonesia,2019,2019-03-04,4,Weather related,Mass Movement,Avalanche
Cambodia,2019,2019-03-24,5,Weather related,Storm,Storm
Indonesia,2019,2019-03-15,11,Weather related,Storm,Storm
Honduras,2019,2019-03-19,86,Weather related,Wildfire,Wildfire
Indonesia,2019,2019-03-07,14,Weather related,Storm,Storm
Nigeria,2019,2019-05-02,1692,Weather related,Storm,Storm
Indonesia,2019,2019-02-16,7,Weather related,Storm,Storm
Burundi,2019,2019-03-01,2260,Weather related,Flood,Flood
Morocco,2019,2019-09-12,2,Weather related,Flood,Flood
Germany,2019,2019-07-01,650,Weather related,Wildfire,Wildfire
Indonesia,2019,2019-02-09,14,Weather related,Storm,Storm
Indonesia,2019,2019-02-09,7,Weather related,Flood,Flood
Côte d'Ivoire,2019,2019-10-04,612,Weather related,Flood,Flood
Mexico,2019,2019-11-14,25,Weather related,Flood,Flood
Colombia,2019,2019-11-15,93,Weather related,Flood,Flood
Brazil,2019,2019-07-12,3305,Weather related,Flood,Flood
Brazil,2019,2019-10-01,40,Weather related,Mass Movement,Landslide/Wet mass movement
United States,2019,2019-05-25,41,Weather related,Storm,Tornado
Nepal,2019,2019-04-15,4945,Weather related,Storm,Storm
Canada,2019,2019-03-15,250,Weather related,Flood,Flood
United States,2019,2019-06-21,973,Weather related,Wildfire,Wildfire
Colombia,2019,2019-07-05,19,Weather related,Mass Movement,Landslide/Wet mass movement
United Arab Emirates,2019,2019-04-13,100,Weather related,Flood,Flood
Japan,2019,2019-07-01,8489,Weather related,Storm,Storm
United States,2019,2019-03-30,52,Weather related,Wildfire,Wildfire
Burundi,2019,2019-04-01,480,Weather related,Flood,Flood
Pakistan,2019,2019-04-13,15,Weather related,Storm,Storm
China,2019,2019-04-18,1200,Weather related,Flood,Flood
Tanzania,2019,2019-03-06,445,Weather related,Storm,Hailstorm
United States,2019,2019-06-29,78,Weather related,Flood,Flood
Malaysia,2019,2019-06-23,14,Weather related,Flood,Flood
Colombia,2019,2019-06-18,11248,Weather related,Flood,Flood
Indonesia,2019,2019-02-09,7,Weather related,Storm,Storm
Indonesia,2019,2019-02-17,14,Weather related,Storm,Storm
Australia,2019,2019-01-30,1270,Weather related,Flood,Dam release flood
Ethiopia,2019,2019-05-01,190377,Weather related,Flood,Flood
United States,2019,2019-07-08,3,Weather related,Flood,Flood
China,2019,2019-04-18,2000,Weather related,Flood,Flood
Indonesia,2019,2019-03-09,8,Weather related,Storm,Storm
Colombia,2019,2019-04-01,63,Weather related,Mass Movement,Landslide/Wet mass movement
Kenya,2019,2019-07-11,156,Weather related,Storm,Storm
